key,text,encoded_hex,cell_count,missing
dialogue_10B4B9,UNK,A846,1,
dialogue_10B4C3,Giam mieng,A4E8A647,2,
dialogue_10B4CB,Giam nghiep,A4E8A679,2,
dialogue_10B4D3,UNK,A846,1,
dialogue_10B4E3,Si khi tang,A749A591A767,3,
dialogue_10B4F3,Vang,A852,1,
dialogue_10B4FC,Tang luong,A766A5E8,2,
dialogue_10B514,Bao vat,A3D6A856,2,
dialogue_10B533,Dai nghiep thanh cong mong xuan,A497A679A782A484A652A887,6,
dialogue_10B553,Ngai thong nhat thien ha,A66CA79DA697A791A4FC,5,
dialogue_10B7FA,Quan xay bao loan,A6DCA878A3D7A5D6,4,
dialogue_10B81F,Tri do giam,A7DFA4BBA4E9,3,
dialogue_10B9DC,Khong co ton hai,A5A0A481A7CBA541,4,
dialogue_10BAB7,Chi tieu luong quan quan,A458A7BDA5E8A6DDA6DD,5,
dialogue_10BAD4,Tri do la,A7DFA4BBA5B2,3,
dialogue_10BB3B,Don dien thieu hut,A4C0A4B4A795A576,4,
dialogue_10BB58,Don dien binh an,A4C0A4B4A3E9A3C8,4,
dialogue_10BB72,Don dien thu hoach,A4C0A4B4A79FA55C,4,
dialogue_10BC1C,Quan thu tang,A6DCA79FA767,3,
dialogue_10BC88,Do huan luyen tang,A4BAA570A5EBA767,4,
dialogue_10BCB2,Van chuyen tren duong,A850A47EA7DDA4D3,4,
dialogue_10BD48,Moi duoc tan binh,A64EA4D0A765A3E9,4,
dialogue_10BDF4,Hoan thanh,A55EA782,2,
dialogue_10BE06,UNK,A846,1,
dialogue_10BE50,Nong nghiep tang,A6ADA679A767,3,
dialogue_10BE62,Gat nuoc ma gieo,A4E0A6B3A5F0A4EF,4,
dialogue_10BE77,Ket thuc don dien,A583A7A6A4C1A4B4,4,
dialogue_10BEA0,Thuong nghiep tang,A7ABA679A767,3,
dialogue_10BECC,Chong hong tang,A46DA56AA767,3,
dialogue_10BF5C,Gui cho quan chu,A4FAA467A6DDA471,4,
dialogue_10BF75,UNK,A846,1,
dialogue_10BFAE,Kho lua tang,A596A5DFA767,3,
dialogue_10BFC0,Lua giam,A5DEA4E9,2,
dialogue_10BFFB,Da mua nu tien,A494A657A6AFA7B6,4,
dialogue_10C00C,Da mua ngua tot,A494A657A684A7CE,4,
dialogue_10C234,Ha a,A4FBA3C1,2,
dialogue_10C23C,Neu bo kiem ngay,A66AA3EBA5A7A670,4,
dialogue_10C274,Day la y troi,A4A7A5B2A88FA7E7,4,
dialogue_10C28F,Dam danh 300 hoi,A499A4A0A3C0A564,4,
dialogue_10C2B3,Ngai chi co tai nay,A66CA459A481A761A666,5,
dialogue_10C2DF,Khong lay dau ngai,A5A0A5C2A4A6A66D,4,
dialogue_10C321,Ky thua nhan,A5AFA7A1A693,3,
dialogue_10C33C,Muon di,A65AA4AF,2,
dialogue_10C345,Ta mot ten,A75CA654A774,3,
dialogue_10C353,Khong biet la ke,A5A0A3E4A5B2A582,4,
dialogue_10C451,Phai vay,A6BEA857,2,
dialogue_10C45B,Dam xam bien gioi,A499A875A3E2A4F2,4,
dialogue_10C473,Den lay dau ngai,A4ABA5C2A4A6A66D,4,
dialogue_10C483,UNK,A846,1,
dialogue_10C48F,Bao ten truoc,A3D6A774A7F1,3,
dialogue_10C4C5,Tra but,A7CFA3F1,2,
dialogue_10C4D3,O day,A6B5A4A8,2,
dialogue_10C4DD,Bi danh lua,A3DEA4A0A5DF,3,
dialogue_10C4E9,Ngua bi troi,A683A3DFA7E7,3,
dialogue_10C4FB,Tuong vo danh,A7FDA865A4A0,3,
dialogue_10C515,Van co chap ngo,A850A481A44EA67B,4,
dialogue_10C533,Sao noi bao,A6FEA6ACA3D7,3,
dialogue_10C549,Dam noi loan,A499A6ACA5D6,3,
dialogue_10C564,Ke tro ac,A581A7E6A3C2,3,
dialogue_10C57C,Loai chuot nhat,A5D4A47BA697,3,
dialogue_10C594,Phan tac hang ha,A6C2A75FA546A4FC,4,
dialogue_10C5A3,Sao khong hang som,A6FEA5A1A546A750,4,
dialogue_10C5B9,UNK,A846,1,
dialogue_10C5CC,Ke phu dung cuong,A581A6D2A4CEA490,4,
dialogue_10C5DB,UNK,A846,1,
dialogue_10C600,Ta quyet giet ngai,A75CA6E8A4F0A66D,4,
dialogue_10C60B,Co gi ke,A480A4E4A582,3,
dialogue_10C621,UNK,A846,1,
dialogue_10C634,O dau,A6B5A4A6,2,
dialogue_10C765,Chay mat,A453A5FD,2,
dialogue_10C790,Chi cong chet som,A458A484A457A750,4,
dialogue_10C7C7,Bi kinh hoang,A3DEA5AEA561,3,
dialogue_10C984,Ca toc mai vao lich su,A3F3A7C7A5F3A854A5CAA756,6,
dialogue_10CBBF,Bi khich dong phan,A3DEA592A4C3A6C3,4,
dialogue_10CF4D,Hung 11,A572A3BF,2,
dialogue_10CF55,Muoi hai,A659A541,2,
dialogue_10CF5D,Thuong tinh,A7ABA7C2,2,
dialogue_10CF73,UNK,A846,1,
dialogue_10CF79,Tau bac,A76EA3CF,2,
dialogue_10CF8C,Dong nam,A4C2A660,2,
dialogue_10CF97,Viec ngai hua voi chu ta,A85CA66DA56FA866A471A75D,6,
dialogue_10CFC5,Ai theo ta cung chet,A3C3A78EA75DA48AA457,5,
dialogue_10D033,Anh hung bon phuong cung tao dai nghiep,A3C9A573A3EEA6D7A48AA769A498A679,8,
dialogue_10D0B3,Nhu tan may thay troi,A69FA765A642A788A7E7,5,
dialogue_10D0F4,Ai dam quyet tu voi ta,A3C3A49AA6E8A7F6A866A75D,6,
dialogue_10D107,Den lay mang ngai,A4ABA5C2A5F7A66D,4,
dialogue_10D117,Khong xung giao thu,A5A0A88BA4EDA79F,4,
dialogue_10D131,Dai ngu,A497A682,2,
dialogue_10D192,Rut lui toan quan,A6F4A5E3A7C6A6DD,4,
dialogue_10D1AB,UNK,A846,1,
dialogue_10D1B5,UNK,A846,1,
dialogue_10D1C2,UNK,A846,1,
dialogue_10D1F4,Khong the nghi duong,A5A0A78AA674A4D3,4,
dialogue_10D274,Khong the khich si khi,A5A0A78AA592A74AA591,5,
dialogue_10D375,Vi tri bo doi,A85AA7E0A3EBA4BF,4,
dialogue_10D38B,Vi tri cong thanh,A85AA7E0A484A782,4,
dialogue_10D3C8,Vat tu,A855A7F6,2,
dialogue_10D3E8,Tran hinh,A7D6A556,2,
dialogue_10D42F,UNK,A846,1,
dialogue_10D437,UNK,A846,1,
dialogue_10D4A3,Binh chay chet het,A3E8A454A457A54F,4,
dialogue_10D50B,Binh chay het,A3E8A454A54F,3,
dialogue_10D5FF,Leo tuong cong thanh,A5C8A7FEA484A782,4,
dialogue_10D611,Dung van ti leo tuong,A4CDA851A7B2A5C9A7FE,5,
dialogue_10D641,Tan cong doi dich lien,A764A484A4BFA4B1A5CC,5,
dialogue_10D65F,Hay chon doi dich tan cong,A54CA46CA4BFA4B1A765A484,6,
dialogue_10D677,Hay chon doi dich ban,A54CA46CA4BFA4B1A3D3,5,
dialogue_10D7A1,Ke hoa tan that bai,A581A55AA765A786A3D1,5,
dialogue_10D918,Quan da toan quan phuc,A6DCA495A7C6A6DDA6D4,5,
dialogue_10D973,Xe phat da bi pha,A879A6C7A495A3DFA6BD,5,
dialogue_10D98B,Xe xung bi pha,A879A88BA3DFA6BD,4,
dialogue_10D9A2,Van ti bi pha,A850A7B2A3DFA6BD,4,
dialogue_10D9BC,Can lan bi pha,A3FCA5BAA3DFA6BD,4,
dialogue_10D9D1,UNK,A846,1,
dialogue_10D9E5,Nha pai bi pha,A68DA6BCA3DFA6BD,4,
dialogue_10D9F9,Xa le bi pha,A872A5C4A3DFA6BD,4,
dialogue_10DA9F,Ce phan du do hang,A447A6C3A4C7A4BBA546,5,
dialogue_10DAD5,Ke nay can vang,A581A666A3FDA853,4,
dialogue_10DAF8,Quan tu khong du,A6DCA7F6A5A1A4C7,4,
dialogue_10DB15,Can vat lieu vang,A3FCA856A5CFA853,4,
dialogue_10DB80,Dot luong cuop luong,A4C4A5E8A491A5E8,4,
dialogue_10DBC7,Ke moai thanh cong,A581A64DA782A484,4,
dialogue_10DBEF,Ke dot luong bi phat,A581A4C5A5E8A3DFA6C7,5,
dialogue_10DC17,Cho gian xam tham,A466A4EAA875A77B,4,
dialogue_10DC43,Truyen tin ac,A7F4A7C0A3C2,3,
dialogue_10DC68,Tin ac trong dich trai,A7BFA3C2A7EAA4B1A7D4,5,
dialogue_10DD50,Mat tham thu tin dich,A5FCA77BA79FA7C0A4B1,5,
dialogue_10DD6D,UNK,A846,1,
dialogue_10DDDB,UNK,A846,1,
dialogue_10DE14,Tran hinh bo doi,A7D6A556A3EBA4BF,4,
dialogue_10DE70,Quyet truc dau khong,A6E7A7EEA4A6A5A1,4,
dialogue_10DE83,Bi giam trong nguc,A3DEA4E9A7EAA685,4,
dialogue_10DE98,Quyet tha khong,A6E7A775A5A1,3,
dialogue_10DEAB,Da duoc tha,A494A4D0A775,3,
dialogue_10DEBA,Bi truc dau thi chung,A3DEA7EEA4A6A78FA478,5,
menu_0FE01F,[loi extract],5BA5D9A4D85D,2,
menu_0FE033,Dien Phong,A4B3A6CF,2,
menu_0FE08F,Chu Du,A470A4C6,2,
menu_0FE095,[loi extract],5BA5D9A4D85D,2,
menu_0FE0C7,[loi extract],5BA5D9A4D85D,2,
menu_0FE123,[loi extract],5BA5D9A4D85D,2,
menu_0FE133,Ky Van,A5AFA850,2,
menu_0FE157,Cat Mieu,A443A648,2,
menu_0FE15D,[loi extract],5BA5D9A4D85D,2,
menu_0FE163,[loi extract],5BA5D9A4D85D,2,
menu_0FE183,Tuy Cao,A840A440,2,
menu_0FE193,Ha Uyen,A4FBA84C,2,
menu_0FE1A5,[loi extract],5BA5D9A4D85D,2,
menu_0FE1DF,Tu Vien,A7F5A85F,2,
menu_0FE1E7,Khong Huu,A5A0A577,2,
menu_0FE1FB,Lu Bo,A5DDA3EA,2,
menu_0FE213,Gia Cat Khac,A4E5A443A586,3,
menu_0FE25D,[loi extract],5BA5D9A4D85D,2,
menu_0FE263,Vien Dam,A85FA499,2,
menu_0FE269,[loi extract],5BA5D9A4D85D,2,
menu_0FE2BB,[loi extract],5BA5D9A4D85D,2,
menu_0FE2C1,[loi extract],5BA5D9A4D85D,2,
menu_0FE2E5,Ly Que,A5ECA6DF,2,
menu_0FE313,Luc Tich,A5E1A7B3,2,
menu_0FE333,Sa Ma Kha,A6F5A5EFA585,3,
menu_0FE35B,[loi extract],5BA5D9A4D85D,2,
menu_0FE367,[loi extract],5BA5D9A4D85D,2,
menu_0FE36D,[loi extract],5BA5D9A4D85D,2,
menu_0FE387,Do Tu Dai Vuong,A4BAA7F5A497A870,4,
menu_0FE391,Dien Vi,A4B3A85A,2,
menu_0FE3B3,[loi extract],5BA5D9A4D85D,2,
menu_0FE3C9,[loi extract],5BA5D9A4D85D,2,
menu_0FE3D3,Chu Thai,A470A778,2,
menu_0FE3D9,[loi extract],5BA5D9A4D85D,2,
menu_0FE3E3,[loi extract],5BA5D9A4D85D,2,
menu_0FE3FB,Phap Chinh,A6C4A463,2,
menu_0FE419,[loi extract],5BA5D9A4D85D,2,
menu_0FE45B,[loi extract],5BA5D9A4D85D,2,
menu_0FE467,Phi Y,A6CAA88E,2,
menu_0FE48B,Chuong Tu,A47AA7F5,2,
menu_0FE491,Tong Du,A7CCA4C6,2,
menu_0FE4CF,Tuong Vi,A7FDA85A,2,
menu_0FE4DB,[loi extract],5BA5D9A4D85D,2,
menu_0FE509,[loi extract],5BA5D9A4D85D,2,
menu_0FE52B,Ma Tieu,A5EFA7BC,2,
menu_0FE543,Phu nhan Chuc Dung,A6D1A693A475A4CD,4,
menu_0FE55F,[loi extract],5BA5D9A4D85D,2,
menu_0FE56B,[loi extract],5BA5D9A4D85D,2,
menu_0FE571,[loi extract],5BA5D9A4D85D,2,
menu_0FE587,[loi extract],5BA5D9A4D85D,2,
menu_0FE5B1,[loi extract],5BA5D9A4D85D,2,
menu_0FE5BF,Chau Thu,A451A79E,2,
menu_0FE5CD,Vuong Lang,A870A5BB,2,
menu_0FE5D7,Ha Hau Don,A4FBA54AA4C0,3,
menu_0FE5DF,Ha Hau Uyen,A4FBA54AA84C,3,
menu_0FE5EB,[loi extract],5BA5D9A4D85D,2,
menu_0FE5F1,[loi extract],5BA5D9A4D85D,2,
menu_0FE5F7,Ha Hau Ba,A4FBA54AA3CC,3,
menu_0FE613,[loi extract],5BA5D9A4D85D,2,
menu_0FE647,Vo Ban,A864A3D2,2,
menu_0FE64D,Hau Can,A54AA3FC,2,
menu_0FE659,[loi extract],5BA5D9A4D85D,2,
menu_0FE665,[loi extract],5BA5D9A4D85D,2,
menu_0FE66B,Ton Hao,A7CAA548,2,
menu_0FE677,Ton Sach,A7CAA6F7,2,
menu_0FE680,Ton Quyen,A7CAA6E5,2,
menu_0FE68B,Ton Thieu,A7CAA794,2,
menu_0FE69B,Ton Tinh,A7CAA7C1,2,
menu_0FE6A3,Nham Kien,A691A5A8,2,
menu_0FE6BB,[loi extract],5BA5D9A4D85D,2,
menu_0FE6C7,Ton Khang,A7CAA58C,2,
menu_0FE6D3,Ton Kiet,A7CAA5AA,2,
menu_0FE6D9,[loi extract],5BA5D9A4D85D,2,
menu_0FE6DF,[loi extract],5BA5D9A4D85D,2,
menu_0FE70D,[loi extract],5BA5D9A4D85D,2,
menu_0FE713,[loi extract],5BA5D9A4D85D,2,
menu_0FE723,Luong Ky,A5E7A5AF,2,
menu_0FE72C,Hoan Pham,A55EA6C0,2,
menu_0FE74F,Quan Khac,A6DCA586,2,
menu_0FE76B,Canh Ky,A3FEA5AF,2,
menu_0FE777,Tu Ma Y,A7F5A5EFA88E,3,
menu_0FE78F,Hua Chu,A56EA470,2,
menu_0FE79B,Tun Tu,A7FBA7F5,2,
menu_0FE7B5,[loi extract],5BA5D9A4D85D,2,
menu_0FE7BB,[loi extract],5BA5D9A4D85D,2,
menu_0FE7CB,Vien Thieu,A85FA794,2,
menu_0FE7D1,Vien Thu,A85FA79E,2,
menu_0FE7D8,Vien Thu,A85FA79E,2,
menu_0FE7E3,[loi extract],5BA5D9A4D85D,2,
menu_0FE7E9,Vien Dam,A85FA499,2,
menu_0FE7EF,Vien Dam,A85FA499,2,
menu_0FE7FB,Cong Ton Toan,A483A7CAA7C5,3,
menu_0FE80D,Vuong Ky,A870A5AF,2,
menu_0FE817,Ma Tu,A5EFA7F5,2,
menu_0FE81F,Vuong Binh,A870A3E8,2,
menu_0FE83F,Tieu Thua,A7BCA7A0,2,
menu_0FE857,[loi extract],5BA5D9A4D85D,2,
menu_0FE85D,[loi extract],5BA5D9A4D85D,2,
menu_0FE897,[loi extract],5BA5D9A4D85D,2,
menu_0FE8AF,Thoi Diem,A79AA4B2,2,
menu_0FE8D7,Truong Huu,A7F2A577,2,
menu_0FE8F3,Tuong Dong,A7FDA4C2,2,
menu_0FE90D,[loi extract],5BA5D9A4D85D,2,
menu_0FE923,Truong Phi,A7F2A6CA,2,
menu_0FE934,Truong Duong,A7F2A4D2,2,
menu_0FE93F,Truong On,A7F2A6B8,2,
menu_0FE945,[loi extract],5BA5D9A4D85D,2,
menu_0FE94F,[loi extract],5BA5D9A4D85D,2,
menu_0FE967,Truong Lieu,A7F2A5CE,2,
menu_0FE96D,Truong Ho,A7F2A557,2,
menu_0FE973,Truong Dich,A7F2A4B0,2,
menu_0FE97F,Truong Mieu,A7F2A648,2,
menu_0FE9A7,Truong Ky,A7F2A5AF,2,
menu_0FE9CB,Truong Cung,A7F2A489,2,
menu_0FE9D1,Truong Hoa,A7F2A559,2,
menu_0FE9FB,Tao Phi,A768A6CA,2,
menu_0FEA01,Tao Tu,A768A7F5,2,
menu_0FEA0F,Tao Vu,A768A86B,2,
menu_0FEA17,Quan Binh,A6DCA3E8,2,
menu_0FEA1D,[loi extract],5BA5D9A4D85D,2,
menu_0FEA3F,[loi extract],5BA5D9A4D85D,2,
menu_0FEA57,Tao Chan,A768A44C,2,
menu_0FEA7B,Tao Chi,A768A458,2,
menu_0FEA81,Tao Chuong,A768A47A,2,
menu_0FEAAF,Tao Due,A768A4CB,2,
menu_0FEACF,Vu Quynh,A86BA6E9,2,
menu_0FEAD5,Vu Tu,A86BA7F5,2,
menu_0FEAFF,Dien Vi,A4B3A85A,2,
menu_0FEB05,[loi extract],5BA5D9A4D85D,2,
menu_0FEB13,Quach Do,A6DBA4BA,2,
menu_0FEB27,Tuong Uy,A7FDA84A,2,
menu_0FEB2D,[loi extract],5BA5D9A4D85D,2,
menu_0FEB57,[loi extract],5BA5D9A4D85D,2,
menu_0FEB6F,Tran Cong,A7D6A483,2,
menu_0FEB7D,Tran Cuu,A7D6A492,2,
menu_0FEB8B,[loi extract],5BA5D9A4D85D,2,
menu_0FEB9F,[loi extract],5BA5D9A4D85D,2,
menu_0FEBAF,Tran Co,A7D6A480,2,
menu_0FEBBF,Tran Uong,A7D6A848,2,
menu_0FEBCB,[loi extract],5BA5D9A4D85D,2,
menu_0FEBDB,Tran Dang,A7D6A49D,2,
menu_0FEBE1,Gia Cat Khac,A4E5A443A586,3,
menu_0FEBE8,Lu Ton,A5DDA7CA,2,
menu_0FEBED,Lu Khang,A5DDA58C,2,
menu_0FEBF3,Lu Tong,A5DDA7CC,2,
menu_0FEBF9,Tang Hoi,A766A563,2,
menu_0FEC07,Dau Khiem,A4A5A593,2,
menu_0FEC1B,Phuc Tan,A6D3A764,2,
menu_0FEC29,Phung Nhuan,A6D5A6A1,2,
menu_0FEC3B,Truong Tong,A7F2A7CC,2,
menu_0FEC41,[loi extract],5BA5D9A4D85D,2,
menu_0FEC4F,Mang Lai dong chu,A5F6A5B5A4C3A471,4,
menu_0FEC6D,[loi extract],5BA5D9A4D85D,2,
menu_0FEC7F,Trinh Vien Chi,A7E4A85FA458,3,
menu_0FEC8B,Trinh Dong,A7E4A4C2,2,
menu_0FEC97,[loi extract],5BA5D9A4D85D,2,
menu_0FEC9F,Thanh Pho,A781A6CD,2,
menu_0FECA5,[loi extract],5BA5D9A4D85D,2,
menu_0FECBB,Than Dam,A77CA499,2,
menu_0FECC3,[loi extract],5BA5D9A4D85D,2,
menu_0FECE7,Hoang Gai,A560A4DB,2,
menu_0FED07,Hoang Quyen,A560A6E5,2,
menu_0FED37,Viet Cat Nguyen soai,A861A443A68AA74E,4,
menu_0FED5F,Duong Tu,A4D2A7F5,2,
menu_0FED77,Dong Uy,A4C2A84A,2,
menu_0FED7D,[loi extract],5BA5D9A4D85D,2,
menu_0FED8D,Tang Tung,A766A7FC,2,
menu_0FED9F,[loi extract],5BA5D9A4D85D,2,
menu_0FEDA7,[loi extract],5BA5D9A4D85D,2,
menu_0FEDAF,[loi extract],5BA5D9A4D85D,2,
menu_0FEDB7,Tuong Quan,A7FDA6DC,2,
menu_0FEDBF,Dong Trac,A4C2A7D1,2,
menu_0FEDDB,Dong Uy,A4C2A84A,2,
menu_0FEDE1,[loi extract],5BA5D9A4D85D,2,
menu_0FEDEB,[loi extract],5BA5D9A4D85D,2,
menu_0FEDFB,Han Toai,A543A7C4,2,
menu_0FEE0B,[loi extract],5BA5D9A4D85D,2,
menu_0FEE11,Vuong Lang,A870A5BB,2,
menu_0FEE17,[loi extract],5BA5D9A4D85D,2,
menu_0FEE23,[loi extract],5BA5D9A4D85D,2,
menu_0FEE4B,[loi extract],5BA5D9A4D85D,2,
menu_0FEE67,Lieu Hoa,A5CEA559,2,
menu_0FEE87,Lu Khang,A5DDA58C,2,
menu_0FEEA0,Trieu Van,A7E2A850,2,
menu_0FEEC7,Luu Vinh,A5E9A862,2,
menu_0FEED5,[loi extract],5BA5D9A4D85D,2,
menu_0FEEFF,Luu Bi,A5E9A3DE,2,
menu_0FEF13,Luu Ky,A5E9A5AF,2,
menu_0FEF23,[loi extract],5BA5D9A4D85D,2,
menu_0FEF29,Mau Thach,A5FEA777,2,
menu_0FEF2F,Duong Nghi,A4D2A673,2,
menu_0FEF35,[loi extract],5BA5D9A4D85D,2,
menu_0FEF3B,Luu Thien,A5E9A790,2,
menu_0FEF4F,Luu Phuc,A5E9A6D3,2,
menu_0FEF61,Khong Dung,A5A0A4CD,2,
menu_0FEF75,[loi extract],5BA5D9A4D85D,2,
menu_0FEF87,Khoai Luong,A599A5E7,2,
menu_0FEFAB,[loi extract],5BA5D9A4D85D,2,
menu_0FEFB3,[loi extract],5BA5D9A4D85D,2,
menu_0FEFD1,[loi extract],5BA5D9A4D85D,2,
menu_0FEFF3,Tran Ung,A7D6A844,2,
menu_0FEFFC,Luu Ba,A5E9A3CC,2,
name_0FC010,[loi extract],5BA5D9A4D85D,2,
name_0FC018,[loi extract],5BA5D9A4D85D,2,
name_0FC028,Thuan Vu,A7A2A86B,2,
name_0FC040,Ha Hu Xuong,A4FBA56CA88C,3,
name_0FC050,Tu Kinh,A7F5A5AD,2,
name_0FC058,Hu Chu,A56CA470,2,
name_0FC078,Phung Ky,A6D5A5AF,2,
name_0FC080,Quach Phien,A6DBA6CB,2,
name_0FC098,Quach Hoai,A6DBA55D,2,
name_0FC0A0,Quach Gia,A6DBA4E5,2,
name_0FC0C8,[loi extract],5BA5D9A4D85D,2,
name_0FC0F0,Tran Cuu,A7D6A492,2,
name_0FC100,Tran Dang,A7D6A49D,2,
name_0FC108,Tran Quan,A7D6A6DC,2,
name_0FC128,Tran Kieu,A7D6A5AB,2,
name_0FC130,Tran Lan,A7D6A5B9,2,
name_0FC148,Tran Kien,A7D6A5A8,2,
name_0FC150,Luc Kang,A5E1A580,2,
name_0FC178,[loi extract],5BA5D9A4D85D,2,
name_0FC1A0,Pho Dam,A6CDA499,2,
name_0FC1B0,Hoa Tan,A559A764,2,
name_0FC1B8,Hoa Giac,A559A4E7,2,
name_0FC1D8,Dong chu,A4C2A471,2,
name_0FC1E0,Kham Hung,A58AA572,2,
name_0FC1F8,Tiep Binh,A7B8A3E8,2,
name_0FC200,Trinh Vien Chi,A7E4A85FA458,3,
name_0FC250,Phi Y,A6CAA88E,2,
name_0FC260,Hoang Trung,A560A7EF,2,
name_0FC268,Hoang To,A560A7C3,2,
name_0FC288,Hoang Hao,A560A548,2,
name_0FC290,Hoang Thieu,A560A794,2,
name_0FC2A8,Phung Tap,A6D5A76A,2,
name_0FC2D0,Nha Dan thua tuong,A68DA49BA7A1A7FE,4,
name_0FC2D8,Pho Viet Cat,A6CDA861A443,3,
name_0FC300,Duong Tong,A4D2A7CC,2,
name_0FC310,Duong Bach,A4D2A3D0,2,
name_0FC318,Duong Hung,A4D2A572,2,
name_0FC338,Duong Mat,A4D2A5FC,2,
name_0FC340,Duong Bieu,A4D2A3E5,2,
name_0FC358,Duong Xau,A4D2A877,2,
name_0FC370,Duong dai tuong,A4D2A498A7FE,3,
name_0FC388,Duong Han,A4D2A543,2,
name_0FC3B0,Dong Chieu,A4C2A45F,2,
name_0FC3C0,Dong Hoang,A4C2A560,2,
name_0FC3C8,Dong Hang,A4C2A545,2,
name_0FC3E8,Dong Hi,A4C2A550,2,
name_0FC3F0,Dong Quyet,A4C2A6E7,2,
name_0FC408,Gia Khoi,A4E5A59E,2,
name_0FC420,Gia Sung,A4E5A75A,2,
name_0FC438,Ung Khai,A844A588,2,
name_0FC470,Cat Ung,A443A844,2,
name_0FC478,Lieu Hoa,A5CEA559,2,
name_0FC498,Trieu Sam,A7E2A6FB,2,
name_0FC4A0,Trieu Ngoang,A7E2A67D,2,
name_0FC4B8,Trieu Van,A7E2A850,2,
name_0FC4D0,Trieu Khu,A7E2A5A2,2,
name_0FC4E8,Trieu Hung,A7E2A572,2,
name_0FC520,Luu Vinh,A5E9A862,2,
name_0FC528,Luu Tien,A5E9A7B5,2,
name_0FC548,Luu Phong,A5E9A6CF,2,
name_0FC550,Luu Do,A5E9A4BA,2,
name_0FC568,Luu Ly,A5E9A5EC,2,
name_0FC580,Luu Ky,A5E9A5AF,2,
name_0FC598,Luu Ban,A5E9A3D2,2,
name_0FC5D0,Luu Tuan,A5E9A7F7,2,
name_0FC5D8,Luu Tong,A5E9A7CC,2,
name_0FC5F8,Luu Dam,A5E9A499,2,
name_0FC600,Luu Thieu,A5E9A794,2,
name_0FC618,Khoai Luong,A599A5E7,2,
name_0FC630,Chung Tap,A477A76A,2,
name_0FC638,Boi Nguyen Thieu,A3ECA68AA794,3,
name_0FC648,Trach Nguyen,A7D2A68A,2,
name_0FC680,Lac Tan,A5B3A764,2,
name_0FC688,Lac Lam,A5B3A5B7,2,
name_0FC6A8,Tuong Ky,A7FDA5AF,2,
name_0FC6B0,Tuong Kham,A7FDA58A,2,
name_0FC6C8,Tuong Can,A7FDA3FC,2,
name_0FC6E0,Thai Trung,A778A7EF,2,
name_0FC6F8,Thai Duong,A778A4D2,2,
name_0FC750,Gia Cat Thuong,A4E5A443A7AB,3,
name_0FC758,Gia Cat Canh,A4E5A443A3FE,3,
name_0FC760,Trinh Do,A7E4A4BA,2,
name_0FC778,Trinh Van,A7E4A850,2,
name_0FC790,Dang Nghia,A49DA675,2,
name_0FC7A8,Dang Mao,A49DA5FA,2,
name_0FC800,Diem Tuong,A4B2A7FD,2,
name_0FC808,Hoac Quan,A55BA6DC,2,
name_0FC810,Lac Thong,A5B3A79C,2,
name_0FC828,Bao Long,A3D6A5DB,2,
name_0FC840,Lo Ton,A5D2A7CA,2,
name_0FC858,Kien Thac,A5A8A776,2,
name_0FC8B0,Chung Tan,A477A764,2,
name_0FC8B8,Chung Hoi,A477A563,2,
name_0FC8C0,Chung Dao,A477A4A1,2,
name_0FC8D8,Ung Thieu,A844A794,2,
name_0FC8F0,Han Dan,A543A49B,2,
name_0FC908,Han Cu Tu,A543A486A7F5,3,
name_0FC960,Han Anh,A543A3C9,2,
name_0FC968,Han Giao,A543A4EC,2,
name_0FC970,Han Quynh,A543A6E9,2,
name_0FC988,Nhan Luong,A692A5E7,2,
name_0FC9A0,Quan Binh,A6DCA3E8,2,
name_0FC9B8,Quan Thuan,A6DCA7A2,2,
name_0FCA10,Bang Hoi,A3D4A563,2,
name_0FCA18,Nghiem Bach Ho,A677A3D0A557,3,
name_0FCA20,Nghiem Cuong,A677A48F,2,
name_0FCA38,Nghiem Quan,A677A6DC,2,
name_0FCA50,To Phi,A7C3A6CA,2,
name_0FCA68,Dang Quan,A49DA6DC,2,
name_0FCB50,[loi extract],5BA5D9A4D85D,2,
name_0FCBC8,[loi extract],5BA5D9A4D85D,2,
name_0FCC70,[loi extract],5BA5D9A4D85D,2,
name_0FCCA0,De nhat,A4A9A697,2,
name_0FCCA8,Tru anh hao Hoang Can,A7EBA3CAA549A560A3FC,5,
name_0FCCB0,Thu linh lap cong,A79EA5D1A5C0A484,4,
name_0FCCB8,Tay Nguyen,A76FA68A,2,
name_0FCCC8,Phe Han trieu,A6C8A543A7E3,3,
name_0FCCD0,De Tran Luu,A4A9A7D6A5E9,3,
name_0FCCF0,Tao Cong Ton,A768A483A7CA,3,
name_0FCCF8,Nhuong Xu Chau,A6A5A884A451,3,
name_0FCD10,Chien quan,A45DA6DD,2,
name_0FCD18,Do Ben Chu bai tran,A4BAA3DBA470A3D1A7D7,5,
name_0FCD38,Dinh tam phan thien ha,A4B8A763A6C3A791A4FC,5,
name_0FCD40,Quyet sach Long Trung,A6E7A6F8A5DBA7EF,4,
name_0FCD58,Quan Van,A6DCA850,2,
name_0FCD60,Thuy tac That quan,A7ADA75FA785A6DD,4,
name_0FCD68,That quan,A785A6DD,2,
name_0FCD80,Ngu Truong Nguyen,A681A7F2A68A,3,
name_0FCD88,Gia Cat tuong sao,A4E5A443A7FEA740,4,
name_0FCDC0,Nam Bi,A65FA3DE,2,
name_0FCDE0,Phuc Duong,A6D3A4D2,2,
name_0FCDE8,Tran Luu,A7D6A5E9,2,
